UUID,Num,Chapitre,Theme,SSTheme,Exigence FR
9f8f53f3-4bb0-4c2f-99d6-eff149442c84,4.13.5,4-Procédés opérationnels,Surveillance des nuisibles/lutte contre les nuisibles, ,"Les appâts, les pièges et les désinsectiseurs doivent être pleinement opérationnels, en nombre suffisant, conçus à cet effet, placés dans des endroits appropriés et utilisés de manière à éviter toute contamination."
4def86f0-19b2-4655-a152-e931a5d6380b,4.13.6,4-Procédés opérationnels,Surveillance des nuisibles/lutte contre les nuisibles, ,Les livraisons entrantes sont inspectées à l'arrivée pour détecter la présence de parasites. Toute constatation doit être consignée.
3127cb67-9732-411c-97e0-e5369b2a6c2a,4.13.7,4-Procédés opérationnels,Surveillance des nuisibles/lutte contre les nuisibles, ,"L'efficacité des mesures de lutte contre les organismes nuisibles doit faire l'objet d'un suivi, y compris d'une analyse des tendances, afin que des mesures puissent être prises en temps utile. Les documents relatifs à ce suivi doivent être disponibles."
e54b31b4-d052-4ff4-8f4b-7848681feea7,4.14.1*,4-Procédés opérationnels,Réception et stockage des produits,,"Toutes les marchandises entrantes, y compris les 
les matériaux d'emballage et les étiquettes, doivent être contrôlés pour vérifier qu'ils sont conformes aux spécifications et à un plan de surveillance fondé sur les risques. Le plan de surveillance doit être justifié par une évaluation des risques. Les enregistrements de ces inspections doivent être disponibles."
91d86a00-e0e7-4703-87bd-0dc8b3c5d115,4.14.2*,4-Procédés opérationnels,Réception et stockage des produits,,"Un système doit être mis en œuvre et tenu à jour pour garantir que les conditions de stockage des matières premières, des produits semi-finis, des produits finis et des matériaux d'emballage correspondent aux spécifications du produit et n'ont pas d'impact négatif sur les autres produits."
f2c9990c-0362-4133-b057-5217c9801808,4.14.3,4-Procédés opérationnels,Réception et stockage des produits,,"Les matières premières, les matériaux d'emballage, les produits semi-finis et finis doivent être stockés de manière à minimiser les risques de contamination ou tout autre impact négatif."
bd3f28b2-1077-4d7c-8906-6deb681c0f13,4.14.4,4-Procédés opérationnels,Réception et stockage des produits,,"Des installations de stockage adéquates doivent être disponibles pour la gestion et le stockage des matières premières, des auxiliaires de fabrication et des additifs. Le personnel responsable de la gestion des installations de stockage doit être formé."
c523b7de-aa33-4506-9a50-dd40cc01e871,4.14.5*,4-Procédés opérationnels,Réception et stockage des produits,,"Tous les produits doivent être identifiés. L'utilisation des produits doit se faire conformément aux principes ""premier entré/premier sorti"" et/ou ""premier expiré/premier sorti"
5ea530d8-d558-43fc-95e2-bbfefe9f2ce3,4.14.6,4-Procédés opérationnels,Réception et stockage des produits,,"Lorsqu'une entreprise fait appel à un prestataire de services d'entreposage tiers, celui-ci doit être certifié IFS 
Logistics ou toute autre norme de certification reconnue par la GFSI couvrant le champ d'activité concerné. Si ce n'est pas le cas, toutes les exigences pertinentes équivalentes aux propres pratiques de stockage de l'entreprise doivent être respectées, ce qui doit être défini dans le contrat concerné"
81ba7de4-764a-4137-8f11-a025ca58eae9,4.15.1*,4-Procédés opérationnels,Transport,,"Les conditions à l'intérieur des véhicules sont liées à l'absence, par exemple, de - odeurs étranges 
- une forte charge de poussière 
- humidité défavorable 
- parasites 
- moisissures 
doivent être contrôlés avant le chargement et faire l'objet d'une documentation afin de garantir le respect des conditions définies"
0d3e1cfe-ccfe-4424-b469-e7fee21abfb9,4.15.2,4-Procédés opérationnels,Transport,,"Lorsque les marchandises sont transportées à certaines températures, la température à l'intérieur des véhicules doit être vérifiée et documentée avant le chargement."
5bc8e156-cef7-4ea3-9159-5795c5f21673,4.15.3,4-Procédés opérationnels,Transport,,"Les procédures visant à prévenir la contamination pendant le transport, y compris le chargement et le déchargement, doivent être documentées, mises en œuvre et tenues à jour. Les différentes catégories de marchandises (alimentaires/non alimentaires) doivent être prises en considération, le cas échéant."
6012b1f7-fab0-4a1f-815d-5c7399cbf19e,4.15.4,4-Procédés opérationnels,Transport,,"Lorsque les marchandises sont transportées à certaines températures, le maintien de la plage de températures appropriée pendant le transport doit être assuré et documenté. 
documenté."
8aa62cad-f721-44cd-8772-2c9d4115b514,4.15.5,4-Procédés opérationnels,Transport,,"Des exigences en matière d'hygiène fondées sur les risques doivent être mises en œuvre pour tous les véhicules de transport et les équipements utilisés pour le chargement/déchargement (par exemple, les tuyaux des installations de silos). 
Les mesures prises doivent être consignées"
712177d3-f5df-4576-9276-00aa42c8e933,4.15.6,4-Procédés opérationnels,Transport,,"Les aires de chargement/déchargement doivent être adaptées à l'usage auquel elles sont destinées. Elles doivent être construites de manière à ce que 
- les risques d'introduction de parasites soient atténués - les produits soient protégés des conditions météorologiques défavorables 
- l'accumulation de déchets soit évitée - la condensation et la formation de moisissures soient évitées 
- le nettoyage et, le cas échéant, la désinfection puissent être facilement effectués"
a9182b1c-33f0-4f74-974a-66e1bcc82cab,4.15.7,4-Procédés opérationnels,Transport,,"Lorsqu'une entreprise fait appel à un prestataire de services de transport tiers, celui-ci doit être certifié IFS Logistics ou toute autre norme de certification reconnue par la GFSI et couvrant le champ d'activité concerné. Si ce n'est pas le cas, toutes les exigences pertinentes équivalentes aux pratiques de transport de l'entreprise doivent être respectées, ce qui doit être défini dans le contrat concerné."
40acb059-d661-43f6-accc-1e9ca9f0537d,4.16.1*,4-Procédés opérationnels,Maintenance et réparation,,"Un plan de maintenance doit être documenté, mis en œuvre et tenu à jour, couvrant tous les équipements critiques (y compris les locaux de transport et de stockage) afin de garantir la sécurité alimentaire, la qualité des produits et la légalité. Ce plan s'applique à la fois aux activités de maintenance internes et aux prestataires de services. Le plan doit préciser les responsabilités, les priorités et les échéances."
b7891288-b708-4083-ab13-ed7779afc9a7,4.16.2,4-Procédés opérationnels,Maintenance et réparation,,"La sécurité alimentaire, la qualité des produits, la légalité et l'authenticité doivent être garanties pendant et après les travaux d'entretien et de réparation. Les travaux d'entretien et de réparation doivent être consignés dans des registres."
39f7eb95-2f20-4e4a-b84b-09c6ef32ec92,4.16.3,4-Procédés opérationnels,Maintenance et réparation,,Tous les matériaux utilisés pour l'entretien et les réparations doivent être adaptés à l'usage prévu et ne doivent pas présenter de risques de contamination.
9254bc1f-1839-4a88-ad61-18f7ac852ea8,4.16.4,4-Procédés opérationnels,Maintenance et réparation,,"Les défaillances et les dysfonctionnements des locaux et des équipements (y compris les moyens de transport) qui sont essentiels à la sécurité alimentaire et à la qualité des produits doivent être identifiés et documentés. 
qualité des produits, doivent être identifiés, documentés et examinés afin de permettre des actions rapides et d'améliorer le plan d'entretien"
900c4a12-0424-42f3-b422-7cf7a263879a,4.16.5,4-Procédés opérationnels,Maintenance et réparation,,Des réparations temporaires sont effectuées pour éviter de compromettre la sécurité des denrées alimentaires et la qualité des produits. Ces travaux doivent être documentés et un délai à court terme doit être fixé pour résoudre le problème.
a80e431d-bd04-438c-89c2-7eb30b2b251e,4.16.6,4-Procédés opérationnels,Maintenance et réparation,,"Lorsqu'une entreprise fait appel à un prestataire de services d'entretien et de réparation tiers, toutes les exigences de l'entreprise en matière de matériel et d'équipement doivent être respectées. 
de maintenance et de réparation, toutes les exigences de l'entreprise concernant le matériel, l'équipement et les règles opérationnelles doivent être définies, documentées et maintenues dans le contrat de service, afin d'éviter toute contamination du produit"
d76003fc-cdba-4320-bd6d-6189ed8e5d5e,4.17.1*,4-Procédés opérationnels,Equipements,,"L'équipement doit être conçu et défini de manière appropriée pour l'utilisation prévue. Avant la mise en service d'un nouvel équipement, la conformité avec la sécurité alimentaire, la qualité du produit, la légalité, l'authenticité et les exigences du client doit être validée."
9ec1aa92-1718-45f4-a7f7-31a869e740e3,4.17.2,4-Procédés opérationnels,Equipements,,"Pour tous les équipements et ustensiles susceptibles d'avoir un impact sur le produit, des preuves doivent être documentées pour démontrer la conformité aux exigences légales. 
En l'absence d'exigences légales spécifiques, des preuves doivent être disponibles, par exemple : 
- certificat de conformité 
- spécifications techniques 
- autodéclaration du fabricant - pour démontrer qu'ils conviennent à l'utilisation prévue. 
adaptés à l'utilisation prévue"
ed881bae-2b9e-4806-82af-d0667660100e,4.17.3,4-Procédés opérationnels,Equipements,,"L'équipement doit être situé de manière à permettre des opérations efficaces de nettoyage, de désinfection et d'entretien."
70939b63-893d-417b-b307-70f3dbb30c2a,4.17.4,4-Procédés opérationnels,Equipements,,Tous les équipements de production doivent être dans un état qui ne compromette pas la sécurité alimentaire et la qualité des produits.
94ffc99d-aca2-4c36-b2c5-551b1059d667,4.17.5,4-Procédés opérationnels,Equipements,,"En cas de modification de l'équipement, les caractéristiques du processus doivent être réexaminées afin de garantir le respect de la sécurité alimentaire, de la qualité des produits, de la légalité, de l'authenticité et des exigences des clients. 
sont respectées."
2be36df4-be3d-431f-bd74-e7196bbf8aae,"4.18.1 
KO*",4-Procédés opérationnels,Traçabilité,,"KO N° 7 : Un système de traçabilité doit être documenté, mis en œuvre et maintenu pour permettre l'identification des lots de produits et leur relation avec les lots de matières premières et les matériaux d'emballage en contact avec les denrées alimentaires, et/ou les matériaux contenant des informations légales et/ou pertinentes en matière de sécurité alimentaire. 
Le système de traçabilité doit comprendre tous les enregistrements pertinents concernant 
- la réception 
- la transformation à toutes les étapes 
- l'utilisation de la reprise 
- la distribution. 
La traçabilité doit être assurée et documentée jusqu'à la livraison au client."
4294df17-a249-4556-98a4-3356868e1dc7,4.18.2*,4-Procédés opérationnels,Traçabilité,,"Le système de traçabilité, y compris le bilan massique, est testé au moins une fois au cours d'une période de douze mois ou à chaque fois que des changements importants interviennent. Les échantillons testés doivent refléter la complexité de la gamme de produits de l'entreprise. Les comptes rendus d'essais doivent démontrer la traçabilité en amont et en aval (des produits livrés aux matières premières, et vice versa)."
92c1608d-ab63-4393-bbdf-cf99e110f51b,4.18.3,4-Procédés opérationnels,Traçabilité,,"La traçabilité des produits finis aux matières premières et aux clients doit être réalisée dans un délai maximum de quatre (4) heures. Les résultats des tests, y compris le délai d'obtention des informations, sont enregistrés et, le cas échéant, des mesures sont prises. Les objectifs en matière de délais doivent être conformes aux exigences du client si moins de quatre (4) heures sont requises."
23389de6-4cc7-4197-94fe-1bfa3e455b6c,4.18.4,4-Procédés opérationnels,Traçabilité,,"L'étiquetage des lots de produits semi-finis ou finis doit être effectué au moment où les marchandises sont directement emballées afin de garantir une traçabilité claire des marchandises. Lorsque les marchandises sont étiquetées ultérieurement, les marchandises stockées temporairement doivent porter un étiquetage de lot spécifique. La durée de conservation (par exemple, la date de péremption) des produits étiquetés doit être définie en fonction du lot de production d'origine."
be84cd41-1203-4451-b3e4-bb28633c2af8,4.18.5,4-Procédés opérationnels,Traçabilité,,"Si le client l'exige, des échantillons représentatifs identifiés du lot de fabrication ou du numéro de lot sont stockés de manière appropriée et conservés jusqu'à l'expiration de la date limite de consommation ou de la date limite d'utilisation optimale des produits finis et, si nécessaire, pendant une période déterminée au-delà de cette date."
66a29ecd-d5d8-47e7-890c-a3efbe03ba3a,4.19.1,4-Procédés opérationnels,Réduction des risques liés aux allergènes,,"Pour toutes les matières premières, une évaluation des risques doit être réalisée afin d'identifier les allergènes nécessitant une déclaration, y compris les contaminations croisées accidentelles ou techniquement inévitables d'allergènes et de traces légalement déclarés. 
légalement déclarés et les traces. Ces informations doivent être disponibles et pertinentes pour le/les pays de vente des produits finis et doivent être documentées et conservées pour toutes les matières premières. Une liste actualisée en permanence de toutes les matières premières contenant des allergènes utilisées dans les locaux doit être tenue à jour. Cette liste doit également identifier tous les mélanges et formules auxquels ces matières premières contenant des allergènes sont ajoutées."
232bca37-cf44-4bf2-9a1c-484118fc9636,4.19.2*,4-Procédés opérationnels,Réduction des risques liés aux allergènes,,"Des mesures fondées sur les risques sont mises en œuvre et maintenues depuis la réception jusqu'à l'expédition, afin de garantir que la contamination croisée potentielle des produits par des allergènes est réduite au minimum. Les risques potentiels de contamination croisée doivent être pris en compte et liés, au minimum, aux aspects suivants 
- l'environnement 
- le transport 
- le stockage 
- les matières premières 
- le personnel (y compris les sous-traitants et les visiteurs) 
Les mesures mises en œuvre doivent faire l'objet d'un suivi."
b716ca9d-3824-4e65-a9ae-3c426d998d2e,4.19.3,4-Procédés opérationnels,Réduction des risques liés aux allergènes,,Les produits finis contenant des allergènes devant être déclarés doivent l'être conformément aux exigences légales. Les contaminations croisées accidentelles ou techniquement inévitables d'allergènes et de traces légalement déclarés doivent être étiquetées. La décision doit être fondée sur les risques. La contamination croisée potentielle avec des allergènes provenant de matières premières transformées dans l'entreprise doit également être prise en compte sur l'étiquette du produit.
f0fd0667-42f1-4324-a898-8aa4d0b8e1e6,4.20.1,4-Procédés opérationnels,Fraude alimentaire,,Les responsabilités en matière d'évaluation de la vulnérabilité à la fraude alimentaire et de plan d'atténuation doivent être définies. La (les) personne(s) responsable(s) doit (doivent) posséder les connaissances spécifiques appropriées.
61aa6d6e-786e-49fc-a0da-ca9cdb1dfad9,4.20.2*,4-Procédés opérationnels,Fraude alimentaire,,"Une évaluation documentée de la vulnérabilité à la fraude alimentaire, comprenant des critères d'évaluation, doit être documentée, mise en œuvre et tenue à jour. L'évaluation doit porter sur l'ensemble des matières premières, des ingrédients, des matériaux d'emballage et des processus externalisés, afin de déterminer les risques d'activités frauduleuses en matière de substitution, d'étiquetage erroné, d'adultération ou de contrefaçon. 
contrefaçon"
23cbc6fc-6c51-4de1-9e49-f60d6983f21c,4.20.3,4-Procédés opérationnels,Fraude alimentaire,,"Un plan d'atténuation de la fraude alimentaire doit être documenté, mis en œuvre et tenu à jour, en se référant à l'évaluation de la vulnérabilité. 
L'évaluation de la vulnérabilité à la fraude alimentaire est documentée, mise en œuvre et tenue à jour, en se référant à l'évaluation de la vulnérabilité, et comprend les méthodes de test et de contrôle."
726cae4b-4320-4213-aebe-cabe42fc3280,4.20.4 *,4-Procédés opérationnels,Fraude alimentaire,,"L'évaluation de la vulnérabilité à la fraude alimentaire est réexaminée au moins une fois au cours d'une période de 12 mois ou à chaque fois que des changements significatifs interviennent. Le cas échéant, le plan d'atténuation de la fraude alimentaire est révisé/actualisé en conséquence."
7737fc99-17b1-4acb-8cf8-26f4b659c293,4.21.1,4-Procédés opérationnels,Défense alimentaire,,Les responsabilités en matière de défense des denrées alimentaires sont définies. La ou les personnes responsables doivent posséder les connaissances spécifiques appropriées. 
20aa00fc-a53b-4ee6-9f9e-87bf33791611,4.21.2*,4-Procédés opérationnels,Défense alimentaire,,"Une procédure et un plan de défense alimentaire doivent être documentés, mis en œuvre et tenus à jour afin d'identifier les menaces potentielles et de définir les mesures de défense alimentaire. Ces mesures doivent comprendre au minimum 
- les exigences légales 
- l'identification des zones et/ou pratiques critiques et la politique d'accès des employés, des visiteurs et des sous-traitants 
- les visiteurs et les sous-traitants 
- la manière de gérer les inspections externes et les visites réglementaires 
- toute autre mesure de contrôle 
mesures de contrôle appropriées"
27fe14e4-9a6d-4179-bd1b-12fe397100bd,4.21.3,4-Procédés opérationnels,Défense alimentaire,,L'efficacité du plan de défense alimentaire doit être testée et réexaminée au moins une fois au cours d'une période de 12 mois ou à chaque fois que des changements significatifs interviennent.
79d9b2a2-6954-4838-a533-373288694690,"5.1.1 
KO*","5-Mesures, analyses, améliorations",Audits internes,,"KO N° 8 : Un programme d'audit interne efficace doit être documenté, mis en œuvre et maintenu, et doit garantir au minimum que toutes les exigences du référentiel IFS sont contrôlées. Cette activité doit être planifiée sur une période de 12 mois et son exécution ne doit pas dépasser 15 mois. L'entreprise doit disposer d'un système d'évaluation des risques dans lequel les activités critiques pour la sécurité alimentaire et la qualité des produits sont auditées plus fréquemment. Elle s'applique également aux lieux de stockage hors site que l'entreprise possède ou loue. "
76d9ea7b-1e9e-4c11-ba96-cdf498aafe58,5.1.2,"5-Mesures, analyses, améliorations",Audits internes,,"Les auditeurs doivent être compétents et indépendants du service audité. 
audité"
c7d775e7-d4c7-45a0-9a89-d467f3a9ee42,5.1.3,"5-Mesures, analyses, améliorations",Audits internes,,"Les audits internes sont documentés et leurs résultats sont communiqués à la direction générale et aux personnes responsables des activités concernées. Les conformités, les écarts et les non-conformités sont documentés et communiqués aux personnes concernées."
c2687456-fd03-4391-a575-6f0d9f124a71,5.2.1*,"5-Mesures, analyses, améliorations",Inspections d'usine,,"Des inspections de sites et d'usines doivent être planifiées et réalisées pour certains sujets, comme par exemple 
- l'état de construction des locaux de production et de stockage 
- les zones extérieures 
- le contrôle du produit pendant la transformation - l'hygiène pendant la transformation et au sein de l'infrastructure 
- les risques liés aux matières étrangères 
- l'hygiène personnelle. 
La fréquence des inspections est fonction des risques et de l'historique des résultats précédents."
604874f5-c089-4f04-bd1c-e3c3bbe36168,5.3.1,"5-Mesures, analyses, améliorations",Validation et contrôle des processus,,Les critères de validation et de contrôle des processus doivent être définis.
2fde52ce-2342-474b-9bb1-1075d8ae87dd,5.3.2,"5-Mesures, analyses, améliorations",Validation et contrôle des processus,,"Les paramètres du processus (température, durée, pression, propriétés chimiques, etc.) qui sont essentiels pour garantir la sécurité alimentaire et la qualité du produit doivent être surveillés, enregistrés en continu et/ou à des intervalles appropriés et protégés contre tout accès et/ou modification non autorisés."
29627134-d9f0-475c-8a95-daac12a6c689,5.3.3*,"5-Mesures, analyses, améliorations",Validation et contrôle des processus,,"Toutes les opérations de reprise doivent être validées, contrôlées et documentées. Ces opérations ne doivent pas avoir d'incidence sur les exigences en matière de sécurité alimentaire et de qualité des produits. 
des produits."
588aae19-0efb-4419-80c5-a7de47a8bc87,5.3.4,"5-Mesures, analyses, améliorations",Validation et contrôle des processus,,"Des procédures doivent être documentées, mises en œuvre et tenues à jour pour la notification, l'enregistrement et la surveillance rapides des dysfonctionnements de l'équipement et des écarts de processus."
ba415203-742e-4699-b95f-f5c398f9f7c7,5.3.5,"5-Mesures, analyses, améliorations",Validation et contrôle des processus,,"La validation des procédés doit être effectuée à l'aide des données collectées qui sont pertinentes pour la sécurité alimentaire et les procédés. En cas de modifications substantielles, une nouvelle validation doit être effectuée."
418e073a-febe-4788-bfb0-fe0c43dea329,5.4.1*,"5-Mesures, analyses, améliorations","Etalonnage, ajustement et vérification des appareils de mesure et de surveillance",,"Les dispositifs de mesure et de surveillance nécessaires pour garantir le respect des exigences en matière de sécurité alimentaire et de qualité des produits doivent être identifiés et enregistrés. Leur état d'étalonnage doit être leur état d'étalonnage doit être enregistré. Les dispositifs de mesure et de surveillance doivent être légalement approuvés, si la législation pertinente en vigueur l'exige."
06740f22-9c77-4ae8-ae57-0e2b00144b2d,5.4.2*,"5-Mesures, analyses, améliorations","Etalonnage, ajustement et vérification des appareils de mesure et de surveillance",,"Tous les dispositifs de mesure doivent être vérifiés, contrôlés, réglés et étalonnés à des intervalles définis, conformément à des normes/méthodes définies et reconnues, et dans les limites pertinentes des valeurs des paramètres du processus. Les résultats doivent être documentés. "
1da69cae-203b-4ec9-8e80-684418879c09,5.4.3,"5-Mesures, analyses, améliorations","Etalonnage, ajustement et vérification des appareils de mesure et de surveillance",,"Tous les dispositifs de mesure doivent être utilisés exclusivement dans le but pour lequel ils ont été conçus. Lorsque les résultats des mesures ou l'état du dispositif indiquent un dysfonctionnement, le dispositif en question est immédiatement réparé ou remplacé. Lorsqu'un dysfonctionnement a été identifié, l'impact sur les processus et les produits doit être évalué afin de déterminer si des produits non conformes ont été traités."
c8c35809-3a96-43f5-ad61-e35f5ba0a604,5.5.1*,"5-Mesures, analyses, améliorations",Surveillance de la maîtrise de la quantité,,"Les critères de conformité permettant de contrôler la quantité des lots doivent être définis. Un système relatif à la fréquence et à la méthodologie du contrôle des quantités doit être mis en œuvre et tenu à jour afin de répondre aux exigences légales du/des pays de destination et aux spécifications du client. 
"
da18b61a-4407-4c61-9b99-71c83cb9bb57,5.5.2,"5-Mesures, analyses, améliorations",Surveillance de la maîtrise de la quantité,,"Un suivi du contrôle des quantités est mis en œuvre et enregistré, selon un plan d'échantillonnage garantissant une représentation adéquate du lot de fabrication. Les résultats de ce contrôle doivent être conformes aux critères définis pour tous les produits prêts à être livrés."
abd4ca4e-f863-4c17-907d-1b600abcfb0d,5.6.1*,"5-Mesures, analyses, améliorations",Essais de produits et surveillance de l'environnement,,"Les plans d'essai et de surveillance pour les analyses internes et externes sont documentés et mis en œuvre et sont fondés sur les risques afin de garantir le respect de la sécurité, de la qualité, de la légalité et de l'authenticité des produits, ainsi que des exigences spécifiques des clients. Les plans couvrent au minimum les éléments suivants - les matières premières 
- les produits semi-finis 
(le cas échéant) 
- les produits finis 
- les matériaux d'emballage 
- les surfaces de contact des équipements de transformation 
- les paramètres pertinents pour la surveillance de l'environnement. 
Tous les résultats des tests doivent être enregistrés."
ca492fd2-e741-4284-a0cf-a95d1916e1f1,"5.6.2* 
NEW","5-Mesures, analyses, améliorations",Essais de produits et surveillance de l'environnement,,"En fonction des risques, les critères du programme de surveillance de l'environnement doivent être documentés, mis en œuvre et maintenus. 
documentés, mis en œuvre et maintenus."
29661fc2-bf0d-44f0-ba22-739ab4907bb9,5.6.3*,"5-Mesures, analyses, améliorations",Essais de produits et surveillance de l'environnement,,"Les analyses pertinentes pour la sécurité alimentaire sont de préférence effectuées par des laboratoires disposant de programmes/méthodes accrédités appropriés (ISO/IEC 17025). Si les analyses sont effectuées en interne ou par un laboratoire ne disposant pas des programmes/méthodes accrédités appropriés, les résultats doivent être recoupés avec les résultats de tests effectués par des laboratoires accrédités pour ces programmes/méthodes (ISO/CEI 17025) au moins une fois au cours d'une période de 12 mois ou à chaque fois que des changements significatifs interviennent."
e62ca60a-e100-4f23-aa54-8760cf8a332a,5.6.4,"5-Mesures, analyses, améliorations",Analyse des produits et des procédés,,"Des procédures doivent être documentées, mises en œuvre et tenues à jour pour garantir la fiabilité des résultats des analyses internes, sur la base de méthodes d'analyse officiellement reconnues. Cette fiabilité est démontrée par des essais circulaires ou d'autres essais d'aptitude."
fd8afaf2-1120-470a-b503-efd0569a6fd0,5.6.5,"5-Mesures, analyses, améliorations",Analyse des produits et des procédés,,"Les résultats des analyses sont évalués en temps utile par un personnel compétent. 
compétent. Des corrections immédiates doivent être mises en œuvre pour tout résultat insatisfaisant. En fonction des risques et des exigences légales 
En fonction des risques et des exigences légales, la fréquence d'examen des résultats du plan d'essai et de surveillance est définie afin d'identifier les tendances. Lorsque des tendances insatisfaisantes sont identifiées, l'impact sur les processus et les produits ainsi que la nécessité de prendre des mesures sont évalués""."
f9bab4a3-0a3f-4873-9eea-dbd77bc7ff2f,5.6.6,"5-Mesures, analyses, améliorations",Analyse des produits et des procédés,,"Lorsque des analyses ou des contrôles internes sont effectués, ils sont réalisés conformément à des procédures définies, par un personnel compétent et agréé, dans des zones ou des laboratoires définis, à l'aide d'un équipement approprié."
5d93b2d6-a530-4d76-b829-e0fda4d17478,5.6.7,"5-Mesures, analyses, améliorations",Analyse des produits et des procédés,,"Pour le suivi de la qualité du produit fini, des tests organoleptiques internes sont effectués. Ces tests doivent être conformes aux spécifications et liés à l'impact sur les paramètres respectifs des caractéristiques du produit. Les résultats de ces tests doivent être documentés."
67fb819b-36d1-416c-8a23-f5fe7e539cba,5.6.8,"5-Mesures, analyses, améliorations",Analyse des produits et des procédés,,"Les plans d'analyse et de contrôle sont régulièrement revus et mis à jour en fonction des résultats, des modifications de la législation ou des questions susceptibles d'avoir une incidence sur la sécurité, la qualité, la légalité et l'authenticité du produit."
3f6499ba-5551-4b00-8a34-07cb521b11fe,5.7.1*,"5-Mesures, analyses, améliorations",Libération des produits,,"Une procédure de quarantaine (blocage/conservation) doit être documentée, mise en œuvre et maintenue afin de garantir que seuls les matières premières, les produits semi-finis et finis et les matériaux d'emballage conformes à la sécurité alimentaire, à la qualité des produits, à la légalité, à l'authenticité et aux exigences des clients sont transformés et livrés."
bc1b9307-f511-41ed-931e-df6937f3054a,5.8.1*,"5-Mesures, analyses, améliorations",Gestion des réclamations des autorités et des clients,,"Une procédure doit être documentée, mise en œuvre et tenue à jour pour la gestion des réclamations relatives aux produits et de toute notification écrite émanant des autorités compétentes - dans le cadre des contrôles officiels -, de toute action ou mesure de commande à prendre lorsqu'une non-conformité est constatée. "
aac09b39-69d8-4e95-bc90-17a247b2bac5,5.8.2*,"5-Mesures, analyses, améliorations",Gestion des réclamations des autorités et des clients,,"Toutes les réclamations sont enregistrées, facilement accessibles et évaluées par un personnel compétent. Lorsque cela se justifie, des mesures sont prises immédiatement. "
9a771b16-574d-4b7f-80b2-b31e8dfcc473,5.8.3,"5-Mesures, analyses, améliorations",Gestion des réclamations des autorités et des clients,,Les réclamations sont analysées en vue de mettre en œuvre des actions visant à éviter que les écarts et/ou les non-conformités ne se reproduisent. 
97393a23-4b6c-446d-a007-a8a3992cec65,5.8.4,"5-Mesures, analyses, améliorations",Gestion des réclamations des autorités et des clients,,Les résultats de l'analyse des données relatives aux réclamations sont mis à la disposition des personnes responsables concernées.
cca76a7e-b61f-48e6-9cb7-0711d1393094,"5.9.1 
KO *","5-Mesures, analyses, améliorations","Gestion des rappels de produits, des retraits de produits et des incidents",,""" KO N°9 : Une procédure efficace doit être documentée, mise en œuvre, tenue à jour, pour la gestion des rappels, des tirages au sort, des incidents et des situations d'urgence potentielles ayant un impact sur la sécurité alimentaire, la qualité des produits, la légalité et l'authenticité. Elle comprend au minimum 
- l'attribution des responsabilités - la formation des personnes responsables 
responsables 
- le processus de prise de décision 
- la désignation d'une personne, autorisée par l'entreprise et disponible en permanence, pour lancer le processus nécessaire en temps utile. 
processus nécessaire en temps utile 
en temps utile 
- une liste de contacts d'alerte à jour 
comprenant des informations sur les clients, des sources de conseils juridiques, des contacts disponibles 
- un plan de communication incluant les clients, les autorités et, le cas échéant, les consommateurs""."
cef78ba6-6a8e-4c11-b627-a94a57799bec,5.9.2*,"5-Mesures, analyses, améliorations","Gestion des rappels de produits, des retraits de produits et des incidents",,"La procédure doit faire l'objet d'essais internes pour le rappel/retrait, en couvrant le processus de bout en bout. Cette activité doit être planifiée sur une période de 12 mois et son exécution ne doit pas dépasser 15 mois. Les résultats de l'essai sont examinés en vue d'une amélioration continue."
1f0d1dc1-54bc-4732-8daa-a5d65211c1f1,5.10.1*,"5-Mesures, analyses, améliorations",Gestion des produits non conformes,,"Une procédure doit être documentée, mise en œuvre et tenue à jour pour la gestion de toutes les matières premières, produits semi-finis, produits finis, équipements de transformation et matériaux d'emballage non conformes. 
l'équipement de transformation et les matériaux d'emballage. Cette procédure doit comprendre au minimum - la définition des responsabilités 
- les procédures d'isolement/de quarantaine - l'évaluation des risques 
- l'identification, y compris l'étiquetage - la décision concernant l'utilisation ultérieure, comme la libération, le retraitement, le blocage, la quarantaine, le rejet ou l'élimination."
8d96d003-e9fd-40c2-823b-d4bc3b4dd230,5.10.2,"5-Mesures, analyses, améliorations",Gestion des produits non conformes,,La procédure de gestion des produits non conformes doit être comprise et appliquée par tous les employés concernés.
045c2c3a-6bab-4dbf-ae2d-42f06d27fa70,5.10.3,"5-Mesures, analyses, améliorations",Gestion des produits non conformes,,"Lorsque des produits non conformes sont identifiés, des mesures immédiates doivent être prises pour garantir le respect des exigences en matière de sécurité alimentaire et de qualité des produits."
626dd728-7957-4cac-9243-a64d0d8c8e5a,5.10.4,"5-Mesures, analyses, améliorations",Gestion des produits non conformes,,"Les produits finis (y compris les emballages) qui ne répondent pas aux spécifications ne sont pas mis sur le marché sous l'étiquette correspondante, à moins qu'une approbation écrite du propriétaire de la marque ne soit disponible. "
